"Step","AnymalC-Reach-v1_seed0_hidden_size256_lr1_gamma0.99_lamda0.8_entropy0.01 - timestep","AnymalC-Reach-v1_seed0_hidden_size256_lr1_gamma0.99_lamda0.8_entropy0.01 - timestep__MIN","AnymalC-Reach-v1_seed0_hidden_size256_lr1_gamma0.99_lamda0.8_entropy0.01 - timestep__MAX"
"1409692","701525","701525","701525"
"1410494","701925","701925","701925"
"1411296","702325","702325","702325"
"1412010","702681","702681","702681"
"1412670","703010","703010","703010"
"1413071","703210","703210","703210"
"1413472","703410","703410","703410"
"1413661","703504","703504","703504"
"1413878","703612","703612","703612"
"1414279","703812","703812","703812"
"1414576","703960","703960","703960"
"1414941","704142","704142","704142"
"1415342","704342","704342","704342"
"1415743","704542","704542","704542"
"1416144","704742","704742","704742"
"1416545","704942","704942","704942"
"1416922","705130","705130","705130"
"1417323","705330","705330","705330"
"1417724","705530","705530","705530"
"1417963","705649","705649","705649"
"1418356","705845","705845","705845"
"1419096","706214","706214","706214"
"1419497","706414","706414","706414"
"1420063","706696","706696","706696"
"1420464","706896","706896","706896"
"1420721","707024","707024","707024"
"1421461","707393","707393","707393"
"1421650","707487","707487","707487"
"1422051","707687","707687","707687"
"1422452","707887","707887","707887"
"1422853","708087","708087","708087"
"1423146","708233","708233","708233"
"1423948","708633","708633","708633"
"1424159","708738","708738","708738"
"1424362","708839","708839","708839"
"1425130","709222","709222","709222"
"1425531","709422","709422","709422"
"1425876","709594","709594","709594"
"1426277","709794","709794","709794"
"1426630","709970","709970","709970"
"1427491","710399","710399","710399"
"1427892","710599","710599","710599"
"1428293","710799","710799","710799"
"1428985","711144","711144","711144"
"1429910","711605","711605","711605"
"1430674","711986","711986","711986"
"1431116","712206","712206","712206"
"1431517","712406","712406","712406"
"1431918","712606","712606","712606"
"1432319","712806","712806","712806"
"1432544","712918","712918","712918"
"1432779","713035","713035","713035"
"1433646","713467","713467","713467"
"1433981","713634","713634","713634"
"1434220","713753","713753","713753"
"1434588","713936","713936","713936"
"1435380","714331","714331","714331"
"1435635","714458","714458","714458"
"1436838","715058","715058","715058"
"1438041","715658","715658","715658"
"1438442","715858","715858","715858"
"1438843","716058","716058","716058"
"1439144","716208","716208","716208"
"1440347","716808","716808","716808"
"1440748","717008","717008","717008"
"1441149","717208","717208","717208"
"1441498","717382","717382","717382"
"1441671","717468","717468","717468"
"1442036","717650","717650","717650"
"1442838","718050","718050","718050"
"1443360","718310","718310","718310"
"1444106","718682","718682","718682"
"1444704","718980","718980","718980"
"1446547","719899","719899","719899"
"1446907","720078","720078","720078"
"1447068","720158","720158","720158"
"1447381","720314","720314","720314"
"1447568","720407","720407","720407"
"1447969","720607","720607","720607"
"1448204","720724","720724","720724"
"1448850","721046","721046","721046"
"1449857","721548","721548","721548"
"1450413","721825","721825","721825"
"1450588","721912","721912","721912"
"1450785","722010","722010","722010"
"1450972","722103","722103","722103"
"1451167","722200","722200","722200"
"1451568","722400","722400","722400"
"1451777","722504","722504","722504"
"1452650","722939","722939","722939"
"1453452","723339","723339","723339"
"1453853","723539","723539","723539"
"1454254","723739","723739","723739"
"1454471","723847","723847","723847"
"1454872","724047","724047","724047"
"1455663","724441","724441","724441"
"1456064","724641","724641","724641"
"1456664","724940","724940","724940"
"1457867","725540","725540","725540"
"1458968","726089","726089","726089"
"1459331","726270","726270","726270"
"1460304","726755","726755","726755"
"1460705","726955","726955","726955"
"1460934","727069","727069","727069"
"1461165","727184","727184","727184"
"1461967","727584","727584","727584"
"1462368","727784","727784","727784"
"1462769","727984","727984","727984"
"1463451","728324","728324","728324"
"1463684","728440","728440","728440"
"1464980","729086","729086","729086"
"1465578","729384","729384","729384"
"1465979","729584","729584","729584"
"1466577","729882","729882","729882"
"1467983","730583","730583","730583"
"1468785","730983","730983","730983"
"1469186","731183","731183","731183"
"1469573","731376","731376","731376"
"1470231","731704","731704","731704"
"1470632","731904","731904","731904"
"1470979","732077","732077","732077"
"1471637","732405","732405","732405"
"1472439","732805","732805","732805"
"1473043","733106","733106","733106"
"1473286","733227","733227","733227"
"1473997","733581","733581","733581"
"1474398","733781","733781","733781"
"1474799","733981","733981","733981"
"1475120","734141","734141","734141"
"1475742","734451","734451","734451"
"1475915","734537","734537","734537"
"1476316","734737","734737","734737"
"1477125","735140","735140","735140"
"1477880","735516","735516","735516"
"1478063","735607","735607","735607"
"1478464","735807","735807","735807"
"1478701","735925","735925","735925"
"1478972","736060","736060","736060"
"1479143","736145","736145","736145"
"1479945","736545","736545","736545"
"1480134","736639","736639","736639"
"1480535","736839","736839","736839"
"1480722","736932","736932","736932"
"1481478","737309","737309","737309"
"1481820","737479","737479","737479"
"1482221","737679","737679","737679"
"1482809","737972","737972","737972"
"1483507","738320","738320","738320"
"1483762","738447","738447","738447"
"1484087","738609","738609","738609"
"1484803","738966","738966","738966"
"1484988","739058","739058","739058"
"1486270","739697","739697","739697"
"1486507","739815","739815","739815"
"1487448","740284","740284","740284"
"1487849","740484","740484","740484"
"1488439","740778","740778","740778"
"1488752","740934","740934","740934"
"1489153","741134","741134","741134"
"1489767","741440","741440","741440"
"1490132","741622","741622","741622"
"1490533","741822","741822","741822"
"1490934","742022","742022","742022"
"1491335","742222","742222","742222"
"1491524","742316","742316","742316"
"1492316","742711","742711","742711"
"1493121","743112","743112","743112"
"1494267","743683","743683","743683"
"1494668","743883","743883","743883"
"1494861","743979","743979","743979"
"1495262","744179","744179","744179"
"1496478","744785","744785","744785"
"1497206","745148","745148","745148"
"1499206","746145","746145","746145"
"1499413","746248","746248","746248"
"1499814","746448","746448","746448"
"1500215","746648","746648","746648"
"1500408","746744","746744","746744"
"1500809","746944","746944","746944"
"1501170","747124","747124","747124"
"1501341","747209","747209","747209"
"1501742","747409","747409","747409"
"1502124","747599","747599","747599"
"1502361","747717","747717","747717"
"1502554","747813","747813","747813"
"1502955","748013","748013","748013"
"1503242","748156","748156","748156"
"1504044","748556","748556","748556"
"1504846","748956","748956","748956"
"1505041","749053","749053","749053"
"1505374","749219","749219","749219"
"1505775","749419","749419","749419"
"1506176","749619","749619","749619"
"1507192","750125","750125","750125"
"1507702","750379","750379","750379"
"1507883","750469","750469","750469"
"1508284","750669","750669","750669"
"1508685","750869","750869","750869"
"1509086","751069","751069","751069"
"1509487","751269","751269","751269"
"1509748","751399","751399","751399"
"1510149","751599","751599","751599"
"1511305","752175","752175","752175"
"1511580","752312","752312","752312"
"1511981","752512","752512","752512"
"1512992","753016","753016","753016"
"1513393","753216","753216","753216"
"1514414","753725","753725","753725"
"1515796","754414","754414","754414"
"1516197","754614","754614","754614"
"1516781","754905","754905","754905"
"1517557","755292","755292","755292"
"1517754","755390","755390","755390"
"1518155","755590","755590","755590"
"1519762","756391","756391","756391"
"1520739","756878","756878","756878"
"1521140","757078","757078","757078"
"1521403","757209","757209","757209"
"1522105","757559","757559","757559"
"1522506","757759","757759","757759"
"1522907","757959","757959","757959"
"1523182","758096","758096","758096"
"1524235","758621","758621","758621"
"1524923","758964","758964","758964"
"1525134","759069","759069","759069"
"1525499","759251","759251","759251"
"1526364","759682","759682","759682"
"1526882","759940","759940","759940"
"1527218","760107","760107","760107"
"1527573","760284","760284","760284"
"1528135","760564","760564","760564"
"1528536","760764","760764","760764"
"1528777","760884","760884","760884"
"1529016","761003","761003","761003"
"1529417","761203","761203","761203"
"1529628","761308","761308","761308"
"1530836","761910","761910","761910"
"1531638","762310","762310","762310"
"1532338","762659","762659","762659"
"1532549","762764","762764","762764"
"1532950","762964","762964","762964"
"1533253","763115","763115","763115"
"1533654","763315","763315","763315"
"1534055","763515","763515","763515"
"1535659","764315","764315","764315"
"1535948","764459","764459","764459"
"1536750","764859","764859","764859"
"1536981","764974","764974","764974"
"1537382","765174","765174","765174"
"1537783","765374","765374","765374"
"1538002","765483","765483","765483"
"1538696","765829","765829","765829"
"1539124","766042","766042","766042"
"1539912","766435","766435","766435"
"1540087","766522","766522","766522"
"1540352","766654","766654","766654"
"1540753","766854","766854","766854"
"1541211","767082","767082","767082"
"1541450","767201","767201","767201"
"1542289","767619","767619","767619"
"1542690","767819","767819","767819"
"1543867","768406","768406","768406"
"1544090","768517","768517","768517"
"1544443","768693","768693","768693"
"1544686","768814","768814","768814"
"1544865","768903","768903","768903"
"1546449","769693","769693","769693"
"1546662","769799","769799","769799"
"1546867","769901","769901","769901"
"1547465","770199","770199","770199"
"1547674","770303","770303","770303"
"1548075","770503","770503","770503"
"1548839","770884","770884","770884"
"1549228","771078","771078","771078"
"1549629","771278","771278","771278"
"1549796","771361","771361","771361"
"1550197","771561","771561","771561"
"1550370","771647","771647","771647"
"1550972","771947","771947","771947"
"1551337","772129","772129","772129"
"1551935","772427","772427","772427"
"1552513","772715","772715","772715"
"1553692","773303","773303","773303"
"1553903","773408","773408","773408"
"1554304","773608","773608","773608"
"1554679","773795","773795","773795"
"1555080","773995","773995","773995"
"1556043","774475","774475","774475"
"1556246","774576","774576","774576"
"1556647","774776","774776","774776"
"1557048","774976","774976","774976"
"1557449","775176","775176","775176"
"1557850","775376","775376","775376"
"1558251","775576","775576","775576"
"1558438","775669","775669","775669"
"1558906","775902","775902","775902"
"1559307","776102","776102","776102"
"1559981","776438","776438","776438"
"1560629","776761","776761","776761"
"1561245","777068","777068","777068"
"1561815","777352","777352","777352"
"1562128","777508","777508","777508"
"1562529","777708","777708","777708"
"1562806","777846","777846","777846"
"1563207","778046","778046","778046"
"1563506","778195","778195","778195"
"1563907","778395","778395","778395"
"1564605","778743","778743","778743"
"1564822","778851","778851","778851"
"1565051","778965","778965","778965"
"1565853","779365","779365","779365"
"1566254","779565","779565","779565"
"1566477","779676","779676","779676"
"1566752","779813","779813","779813"
"1566973","779923","779923","779923"
"1567527","780199","780199","780199"
"1567928","780399","780399","780399"
"1568143","780506","780506","780506"
"1568342","780605","780605","780605"
"1568743","780805","780805","780805"
"1569144","781005","781005","781005"
"1569469","781167","781167","781167"
"1569696","781280","781280","781280"
"1570097","781480","781480","781480"
"1570498","781680","781680","781680"
"1571234","782047","782047","782047"
"1571579","782219","782219","782219"
"1571802","782330","782330","782330"
"1572203","782530","782530","782530"
"1573850","783351","783351","783351"
"1574145","783498","783498","783498"
"1574326","783588","783588","783588"
"1574549","783699","783699","783699"
"1574874","783861","783861","783861"
"1575336","784091","784091","784091"
"1576301","784572","784572","784572"
"1577103","784972","784972","784972"
"1577905","785372","785372","785372"
"1578689","785763","785763","785763"
"1578934","785885","785885","785885"
"1579121","785978","785978","785978"
"1579300","786067","786067","786067"
"1579641","786237","786237","786237"
"1580042","786437","786437","786437"
"1580844","786837","786837","786837"
"1581817","787322","787322","787322"
"1582218","787522","787522","787522"
"1582619","787722","787722","787722"
"1583020","787922","787922","787922"
"1583421","788122","788122","788122"
"1583780","788301","788301","788301"
"1584151","788486","788486","788486"
"1584552","788686","788686","788686"
"1584817","788818","788818","788818"
"1585341","789079","789079","789079"
"1585742","789279","789279","789279"
"1586143","789479","789479","789479"
"1586498","789656","789656","789656"
"1587867","790338","790338","790338"
"1588114","790461","790461","790461"
"1588515","790661","790661","790661"
"1588916","790861","790861","790861"
"1589544","791174","791174","791174"
"1590747","791774","791774","791774"
"1590944","791872","791872","791872"
"1591173","791986","791986","791986"
"1591753","792275","792275","792275"
"1592435","792615","792615","792615"
"1592676","792735","792735","792735"
"1592911","792852","792852","792852"
"1593713","793252","793252","793252"
"1593952","793371","793371","793371"
"1594588","793688","793688","793688"
"1596060","794422","794422","794422"
"1596325","794554","794554","794554"
"1596726","794754","794754","794754"
"1597127","794954","794954","794954"
"1597528","795154","795154","795154"
"1597894","795336","795336","795336"
"1598295","795536","795536","795536"
"1598532","795654","795654","795654"
"1598839","795807","795807","795807"
"1599240","796007","796007","796007"
"1599828","796300","796300","796300"
"1600444","796607","796607","796607"
"1601489","797128","797128","797128"
"1601890","797328","797328","797328"
"1603108","797935","797935","797935"
"1603509","798135","798135","798135"
"1603714","798237","798237","798237"
"1603949","798354","798354","798354"
"1604350","798554","798554","798554"
"1604751","798754","798754","798754"
"1605152","798954","798954","798954"
"1605762","799258","799258","799258"
"1606765","799758","799758","799758"
"1607166","799958","799958","799958"
"1608051","800399","800399","800399"
"1608452","800599","800599","800599"
"1608721","800733","800733","800733"
"1608936","800840","800840","800840"
"1609337","801040","801040","801040"
"1609945","801343","801343","801343"
"1610346","801543","801543","801543"
"1610583","801661","801661","801661"
"1610955","801846","801846","801846"
"1611601","802168","802168","802168"
"1612002","802368","802368","802368"
"1612317","802525","802525","802525"
"1612718","802725","802725","802725"
"1613119","802925","802925","802925"
"1613506","803118","803118","803118"
"1614308","803518","803518","803518"
"1614709","803718","803718","803718"
"1615110","803918","803918","803918"
"1615325","804025","804025","804025"
"1615726","804225","804225","804225"
"1616127","804425","804425","804425"
"1616845","804783","804783","804783"
"1617647","805183","805183","805183"
"1618291","805504","805504","805504"
"1618692","805704","805704","805704"
"1619356","806035","806035","806035"
"1619936","806324","806324","806324"
"1620213","806462","806462","806462"
"1620614","806662","806662","806662"
"1621015","806862","806862","806862"
"1621416","807062","807062","807062"
"1621743","807225","807225","807225"
"1622144","807425","807425","807425"
"1622451","807578","807578","807578"
"1622852","807778","807778","807778"
"1623253","807978","807978","807978"
"1623654","808178","808178","808178"
"1624456","808578","808578","808578"
"1625198","808948","808948","808948"
"1625599","809148","809148","809148"
"1625802","809249","809249","809249"
"1626203","809449","809449","809449"
"1627005","809849","809849","809849"
"1627707","810199","810199","810199"
"1628197","810443","810443","810443"
"1628598","810643","810643","810643"
"1628999","810843","810843","810843"
"1629400","811043","811043","811043"
"1629635","811160","811160","811160"
"1629886","811285","811285","811285"
"1631701","812190","812190","812190"
"1632102","812390","812390","812390"
"1632503","812590","812590","812590"
"1633305","812990","812990","812990"
"1633684","813179","813179","813179"
"1633997","813335","813335","813335"
"1634166","813419","813419","813419"
"1634792","813731","813731","813731"
"1635458","814063","814063","814063"
"1636489","814577","814577","814577"
"1636890","814777","814777","814777"
"1637291","814977","814977","814977"
"1637478","815070","815070","815070"
"1638367","815513","815513","815513"
"1638768","815713","815713","815713"
"1639169","815913","815913","815913"
"1639809","816232","816232","816232"
"1640910","816781","816781","816781"
"1641311","816981","816981","816981"
"1641712","817181","817181","817181"
"1642296","817472","817472","817472"
"1642697","817672","817672","817672"
"1644145","818394","818394","818394"
"1644546","818594","818594","818594"
"1644947","818794","818794","818794"
"1645132","818886","818886","818886"
"1645533","819086","819086","819086"
"1646548","819592","819592","819592"
"1646949","819792","819792","819792"
"1647350","819992","819992","819992"
"1647766","820199","820199","820199"
"1647971","820301","820301","820301"
"1648372","820501","820501","820501"
"1648773","820701","820701","820701"
"1649174","820901","820901","820901"
"1649810","821218","821218","821218"
"1650306","821465","821465","821465"
"1652119","822369","822369","822369"
"1652400","822509","822509","822509"
"1652801","822709","822709","822709"
"1653202","822909","822909","822909"
"1653603","823109","823109","823109"
"1654004","823309","823309","823309"
"1654405","823509","823509","823509"
"1654806","823709","823709","823709"
"1655011","823811","823811","823811"
"1655627","824118","824118","824118"
"1657446","825025","825025","825025"
"1657847","825225","825225","825225"
"1658421","825511","825511","825511"
"1658822","825711","825711","825711"
"1659011","825805","825805","825805"
"1659412","826005","826005","826005"
"1659950","826273","826273","826273"
"1660351","826473","826473","826473"
"1660556","826575","826575","826575"
"1660769","826681","826681","826681"
"1661501","827046","827046","827046"
"1662303","827446","827446","827446"
"1662504","827546","827546","827546"
"1662791","827689","827689","827689"
"1663192","827889","827889","827889"
"1663373","827979","827979","827979"
"1663622","828103","828103","828103"
"1664023","828303","828303","828303"
"1664825","828703","828703","828703"
"1665030","828805","828805","828805"
"1666485","829530","829530","829530"
"1667095","829834","829834","829834"
"1668228","830399","830399","830399"
"1668629","830599","830599","830599"
"1669030","830799","830799","830799"
"1669431","830999","830999","830999"
"1669832","831199","831199","831199"
"1670031","831298","831298","831298"
"1670432","831498","831498","831498"
"1671850","832205","832205","832205"
"1672039","832299","832299","832299"
"1672440","832499","832499","832499"
"1673052","832804","832804","832804"
"1673283","832919","832919","832919"
"1673464","833009","833009","833009"
"1674090","833321","833321","833321"
"1674281","833416","833416","833416"
"1674682","833616","833616","833616"
"1674909","833729","833729","833729"
"1675146","833847","833847","833847"
"1675547","834047","834047","834047"
"1675824","834185","834185","834185"
"1676225","834385","834385","834385"
"1677027","834785","834785","834785"
"1677428","834985","834985","834985"
"1677653","835097","835097","835097"
"1678265","835402","835402","835402"
"1678666","835602","835602","835602"
"1679067","835802","835802","835802"
"1679791","836163","836163","836163"
"1680551","836542","836542","836542"
"1680952","836742","836742","836742"
"1681660","837095","837095","837095"
"1682759","837643","837643","837643"
"1683231","837878","837878","837878"
"1683434","837979","837979","837979"
"1683835","838179","838179","838179"
"1684236","838379","838379","838379"
"1684884","838702","838702","838702"
"1685285","838902","838902","838902"
"1685520","839019","839019","839019"
"1686812","839663","839663","839663"
"1687213","839863","839863","839863"
"1689078","840793","840793","840793"
"1689479","840993","840993","840993"
"1689688","841097","841097","841097"
"1690523","841513","841513","841513"
"1690924","841713","841713","841713"
"1691259","841880","841880","841880"
"1691480","841990","841990","841990"
"1691881","842190","842190","842190"
"1692094","842296","842296","842296"
"1692287","842392","842392","842392"
"1692883","842689","842689","842689"
"1693267","842880","842880","842880"
"1693929","843210","843210","843210"
"1694922","843705","843705","843705"
"1695724","844105","844105","844105"
"1695989","844237","844237","844237"
"1696390","844437","844437","844437"
"1697593","845037","845037","845037"
"1697814","845147","845147","845147"
"1698215","845347","845347","845347"
"1698426","845452","845452","845452"
"1698827","845652","845652","845652"
"1699228","845852","845852","845852"
"1699589","846032","846032","846032"
"1699990","846232","846232","846232"
"1700570","846521","846521","846521"
"1700899","846685","846685","846685"
"1701300","846885","846885","846885"
"1701515","846992","846992","846992"
"1701971","847219","847219","847219"
"1702196","847331","847331","847331"
"1702407","847436","847436","847436"
"1702808","847636","847636","847636"
"1703382","847922","847922","847922"
"1703651","848056","848056","848056"
"1703916","848188","848188","848188"
"1704317","848388","848388","848388"
"1705119","848788","848788","848788"
"1705520","848988","848988","848988"
"1706723","849588","849588","849588"
"1706916","849684","849684","849684"
"1707317","849884","849884","849884"
"1708252","850350","850350","850350"
"1708501","850474","850474","850474"
"1709303","850874","850874","850874"
"1709704","851074","851074","851074"
"1710013","851228","851228","851228"
"1710878","851659","851659","851659"
"1712801","852618","852618","852618"
"1713373","852903","852903","852903"
"1714175","853303","853303","853303"
"1714853","853641","853641","853641"
"1715254","853841","853841","853841"
"1715445","853936","853936","853936"
"1715846","854136","854136","854136"
"1716247","854336","854336","854336"
"1716827","854625","854625","854625"
"1717419","854920","854920","854920"
"1718248","855333","855333","855333"
"1718649","855533","855533","855533"
"1718854","855635","855635","855635"
"1719255","855835","855835","855835"
"1719656","856035","856035","856035"
"1720057","856235","856235","856235"
"1720408","856410","856410","856410"
"1720809","856610","856610","856610"
"1721210","856810","856810","856810"
"1721611","857010","857010","857010"
"1721832","857120","857120","857120"
"1722035","857221","857221","857221"
"1722224","857315","857315","857315"
"1722625","857515","857515","857515"
"1722890","857647","857647","857647"
"1723117","857760","857760","857760"
"1723747","858074","858074","858074"
"1724357","858378","858378","858378"
"1724740","858569","858569","858569"
"1725326","858861","858861","858861"
"1725495","858945","858945","858945"
"1726121","859257","859257","859257"
"1726522","859457","859457","859457"
"1726911","859651","859651","859651"
"1727312","859851","859851","859851"
"1728011","860199","860199","860199"
"1728412","860399","860399","860399"
"1728912","860648","860648","860648"
"1729636","861009","861009","861009"
"1729939","861160","861160","861160"
"1730118","861249","861249","861249"
"1730949","861663","861663","861663"
"1732152","862263","862263","862263"
"1734017","863193","863193","863193"
"1734208","863288","863288","863288"
"1734441","863404","863404","863404"
"1734842","863604","863604","863604"
"1735111","863738","863738","863738"
"1735462","863913","863913","863913"
"1736424","864392","864392","864392"
"1736669","864514","864514","864514"
"1736942","864650","864650","864650"
"1737921","865138","865138","865138"
"1738144","865249","865249","865249"
"1738459","865406","865406","865406"
"1738860","865606","865606","865606"
"1739037","865694","865694","865694"
"1739667","866008","866008","866008"
"1740373","866360","866360","866360"
"1740774","866560","866560","866560"
"1741175","866760","866760","866760"
"1741476","866910","866910","866910"
"1741675","867009","867009","867009"
"1742477","867409","867409","867409"
"1742878","867609","867609","867609"
"1743279","867809","867809","867809"
"1743891","868114","868114","868114"
"1745139","868736","868736","868736"
"1745540","868936","868936","868936"
"1746377","869353","869353","869353"
"1747179","869753","869753","869753"
"1747914","870119","870119","870119"
"1748981","870651","870651","870651"
"1749382","870851","870851","870851"
"1750514","871415","871415","871415"
"1750915","871615","871615","871615"
"1751717","872015","872015","872015"
"1751930","872121","872121","872121"
"1752119","872215","872215","872215"
"1752298","872304","872304","872304"
"1752862","872585","872585","872585"
"1753354","872830","872830","872830"
"1754165","873234","873234","873234"
"1754386","873344","873344","873344"
"1754787","873544","873544","873544"
"1755188","873744","873744","873744"
"1755429","873864","873864","873864"
"1755830","874064","874064","874064"
"1756231","874264","874264","874264"
"1756476","874386","874386","874386"
"1756669","874482","874482","874482"
"1756908","874601","874601","874601"
"1757229","874761","874761","874761"
"1757430","874861","874861","874861"
"1757831","875061","875061","875061"
"1758503","875396","875396","875396"
"1758927","875607","875607","875607"
"1759328","875807","875807","875807"
"1759593","875939","875939","875939"
"1759834","876059","876059","876059"
"1760235","876259","876259","876259"
"1760636","876459","876459","876459"
"1761264","876772","876772","876772"
"1761573","876926","876926","876926"
"1762727","877501","877501","877501"
"1763128","877701","877701","877701"
"1763391","877832","877832","877832"
"1763792","878032","878032","878032"
"1764839","878554","878554","878554"
"1765493","878880","878880","878880"
"1765804","879035","879035","879035"
"1766205","879235","879235","879235"
"1766420","879342","879342","879342"
"1766681","879472","879472","879472"
"1767682","879971","879971","879971"
"1768942","880599","880599","880599"
"1769343","880799","880799","880799"
"1770145","881199","881199","881199"
"1770787","881519","881519","881519"
"1771104","881677","881677","881677"
"1771309","881779","881779","881779"
"1771710","881979","881979","881979"
"1772111","882179","882179","882179"
"1772288","882267","882267","882267"
"1772599","882422","882422","882422"
"1773546","882894","882894","882894"
"1773715","882978","882978","882978"
"1774179","883209","883209","883209"
"1774970","883603","883603","883603"
"1775371","883803","883803","883803"
"1776466","884349","884349","884349"
"1776651","884441","884441","884441"
"1776912","884571","884571","884571"
"1777677","884952","884952","884952"
"1777860","885043","885043","885043"
"1778041","885133","885133","885133"
"1779244","885733","885733","885733"
"1780109","886164","886164","886164"
"1780368","886293","886293","886293"
"1780769","886493","886493","886493"
"1781393","886804","886804","886804"
"1782195","887204","887204","887204"
"1782997","887604","887604","887604"
"1783467","887838","887838","887838"
"1785221","888712","888712","888712"
"1786023","889112","889112","889112"
"1786264","889232","889232","889232"
"1786665","889432","889432","889432"
"1787498","889847","889847","889847"
"1788204","890199","890199","890199"
"1788848","890520","890520","890520"
"1789783","890986","890986","890986"
"1790184","891186","891186","891186"
"1790585","891386","891386","891386"
"1790986","891586","891586","891586"
"1791484","891834","891834","891834"
"1791885","892034","892034","892034"
"1792453","892317","892317","892317"
"1792854","892517","892517","892517"
"1793656","892917","892917","892917"
"1794681","893428","893428","893428"
"1794874","893524","893524","893524"
"1795275","893724","893724","893724"
"1796077","894124","894124","894124"
"1796304","894237","894237","894237"
"1796579","894374","894374","894374"
"1796980","894574","894574","894574"
"1797125","894646","894646","894646"
"1797358","894762","894762","894762"
"1797978","895071","895071","895071"
"1798379","895271","895271","895271"
"1798893","895527","895527","895527"
"1799076","895618","895618","895618"
"1799477","895818","895818","895818"
"1800279","896218","896218","896218"
"1800680","896418","896418","896418"
"1801081","896618","896618","896618"
"1801482","896818","896818","896818"
"1801883","897018","897018","897018"
"1802112","897132","897132","897132"
"1802513","897332","897332","897332"
"1802914","897532","897532","897532"
"1803554","897851","897851","897851"
"1803955","898051","898051","898051"
"1804356","898251","898251","898251"
"1804567","898356","898356","898356"
"1805289","898716","898716","898716"
"1805470","898806","898806","898806"
"1806272","899206","899206","899206"
"1806673","899406","899406","899406"
"1807052","899595","899595","899595"
"1807453","899795","899795","899795"
"1807768","899952","899952","899952"
"1808264","900199","900199","900199"
"1808862","900497","900497","900497"
"1810065","901097","901097","901097"
"1810376","901252","901252","901252"
"1810777","901452","901452","901452"
"1811012","901569","901569","901569"
"1811718","901921","901921","901921"
"1812119","902121","902121","902121"
"1812520","902321","902321","902321"
"1812921","902521","902521","902521"
"1813322","902721","902721","902721"
"1813723","902921","902921","902921"
"1815327","903721","903721","903721"
"1815576","903845","903845","903845"
"1815795","903954","903954","903954"
"1816196","904154","904154","904154"
"1817740","904924","904924","904924"
"1818141","905124","905124","905124"
"1818542","905324","905324","905324"
"1818943","905524","905524","905524"
"1819714","905908","905908","905908"
"1820330","906215","906215","906215"
"1821012","906555","906555","906555"
"1821413","906755","906755","906755"
"1821829","906962","906962","906962"
"1822230","907162","907162","907162"
"1822680","907386","907386","907386"
"1823081","907586","907586","907586"
"1823298","907694","907694","907694"
"1824279","908183","908183","908183"
"1824642","908364","908364","908364"
"1825232","908658","908658","908658"
"1825633","908858","908858","908858"
"1826454","909267","909267","909267"
"1826855","909467","909467","909467"
"1827256","909667","909667","909667"
"1827551","909814","909814","909814"
"1828982","910527","910527","910527"
"1829383","910727","910727","910727"
"1829784","910927","910927","910927"
"1830398","911233","911233","911233"
"1830799","911433","911433","911433"
"1831044","911555","911555","911555"
"1832081","912072","912072","912072"
"1832705","912383","912383","912383"
"1833507","912783","912783","912783"
"1834309","913183","913183","913183"
"1835078","913566","913566","913566"
"1835427","913740","913740","913740"
"1835825","913938","913938","913938"
"1836247","914148","914148","914148"
"1836516","914282","914282","914282"
"1837220","914633","914633","914633"
"1837836","914940","914940","914940"
"1838027","915035","915035","915035"
"1838428","915235","915235","915235"
"1838829","915435","915435","915435"
"1839230","915635","915635","915635"
"1839631","915835","915835","915835"
"1840640","916338","916338","916338"
"1841041","916538","916538","916538"
"1841380","916707","916707","916707"
"1841992","917012","917012","917012"
"1842759","917394","917394","917394"
"1843054","917541","917541","917541"
"1843455","917741","917741","917741"
"1843856","917941","917941","917941"
"1844105","918065","918065","918065"
"1845188","918605","918605","918605"
"1845395","918708","918708","918708"
"1846332","919175","919175","919175"
"1846733","919375","919375","919375"
"1847134","919575","919575","919575"
"1847437","919726","919726","919726"
"1849092","920551","920551","920551"
"1849493","920751","920751","920751"
"1849734","920871","920871","920871"
"1850135","921071","921071","921071"
"1850354","921180","921180","921180"
"1850755","921380","921380","921380"
"1851557","921780","921780","921780"
"1851802","921902","921902","921902"
"1852203","922102","922102","922102"
"1853258","922628","922628","922628"
"1854079","923037","923037","923037"
"1855140","923566","923566","923566"
"1855590","923790","923790","923790"
"1855955","923972","923972","923972"
"1856278","924133","924133","924133"
"1856479","924233","924233","924233"
"1857025","924505","924505","924505"
"1857827","924905","924905","924905"
"1858228","925105","925105","925105"
"1858629","925305","925305","925305"
"1859030","925505","925505","925505"
"1859431","925705","925705","925705"
"1859630","925804","925804","925804"
"1859801","925889","925889","925889"
"1860202","926089","926089","926089"
"1860421","926198","926198","926198"
"1860822","926398","926398","926398"
"1861456","926714","926714","926714"
"1861857","926914","926914","926914"
"1862258","927114","927114","927114"
"1862659","927314","927314","927314"
"1863060","927514","927514","927514"
"1863249","927608","927608","927608"
"1863516","927741","927741","927741"
"1863917","927941","927941","927941"
"1864367","928165","928165","928165"
"1864630","928296","928296","928296"
"1865031","928496","928496","928496"
"1865633","928796","928796","928796"
"1866034","928996","928996","928996"
"1866435","929196","929196","929196"
"1866836","929396","929396","929396"
"1867570","929762","929762","929762"
"1868447","930199","930199","930199"
"1869404","930676","930676","930676"
"1869805","930876","930876","930876"
"1870407","931176","931176","931176"
"1870650","931297","931297","931297"
"1871009","931476","931476","931476"
