"Step","AnymalC-Reach-v1_seed0_hidden_size256_lr1_gamma0.99_lamda0.8_entropy0.01 - timestep","AnymalC-Reach-v1_seed0_hidden_size256_lr1_gamma0.99_lamda0.8_entropy0.01 - timestep__MIN","AnymalC-Reach-v1_seed0_hidden_size256_lr1_gamma0.99_lamda0.8_entropy0.01 - timestep__MAX"
"1871280","931611","931611","931611"
"1871681","931811","931811","931811"
"1872082","932011","932011","932011"
"1872483","932211","932211","932211"
"1873372","932654","932654","932654"
"1873773","932854","932854","932854"
"1874174","933054","933054","933054"
"1874389","933161","933161","933161"
"1875795","933862","933862","933862"
"1876068","933998","933998","933998"
"1876469","934198","934198","934198"
"1876925","934425","934425","934425"
"1877326","934625","934625","934625"
"1877509","934716","934716","934716"
"1878311","935116","935116","935116"
"1878953","935436","935436","935436"
"1879354","935636","935636","935636"
"1879755","935836","935836","935836"
"1880223","936069","936069","936069"
"1880624","936269","936269","936269"
"1880819","936366","936366","936366"
"1881435","936673","936673","936673"
"1882446","937177","937177","937177"
"1882847","937377","937377","937377"
"1884273","938088","938088","938088"
"1884674","938288","938288","938288"
"1885406","938653","938653","938653"
"1885807","938853","938853","938853"
"1886429","939163","939163","939163"
"1886830","939363","939363","939363"
"1887843","939868","939868","939868"
"1888507","940199","940199","940199"
"1888802","940346","940346","940346"
"1890282","941084","941084","941084"
"1891014","941449","941449","941449"
"1891415","941649","941649","941649"
"1891670","941776","941776","941776"
"1891859","941870","941870","941870"
"1892260","942070","942070","942070"
"1892517","942198","942198","942198"
"1893582","942729","942729","942729"
"1894172","943023","943023","943023"
"1894365","943119","943119","943119"
"1894766","943319","943319","943319"
"1895390","943630","943630","943630"
"1896144","944006","944006","944006"
"1896545","944206","944206","944206"
"1896997","944431","944431","944431"
"1897236","944550","944550","944550"
"1897637","944750","944750","944750"
"1898038","944950","944950","944950"
"1898439","945150","945150","945150"
"1898840","945350","945350","945350"
"1899053","945456","945456","945456"
"1900657","946256","946256","946256"
"1901860","946856","946856","946856"
"1902889","947369","947369","947369"
"1903152","947500","947500","947500"
"1903367","947607","947607","947607"
"1903768","947807","947807","947807"
"1904570","948207","948207","948207"
"1904971","948407","948407","948407"
"1905372","948607","948607","948607"
"1905773","948807","948807","948807"
"1906074","948957","948957","948957"
"1906804","949321","949321","949321"
"1907205","949521","949521","949521"
"1907442","949639","949639","949639"
"1907843","949839","949839","949839"
"1908409","950121","950121","950121"
"1909211","950521","950521","950521"
"1909821","950825","950825","950825"
"1910222","951025","951025","951025"
"1910623","951225","951225","951225"
"1911425","951625","951625","951625"
"1911826","951825","951825","951825"
"1912486","952154","952154","952154"
"1913631","952725","952725","952725"
"1913932","952875","952875","952875"
"1914596","953206","953206","953206"
"1915386","953600","953600","953600"
"1915787","953800","953800","953800"
"1916188","954000","954000","954000"
"1916589","954200","954200","954200"
"1916990","954400","954400","954400"
"1917391","954600","954600","954600"
"1917792","954800","954800","954800"
"1918514","955160","955160","955160"
"1920339","956070","956070","956070"
"1920740","956270","956270","956270"
"1921141","956470","956470","956470"
"1921943","956870","956870","956870"
"1922344","957070","957070","957070"
"1922745","957270","957270","957270"
"1923146","957470","957470","957470"
"1923547","957670","957670","957670"
"1923844","957818","957818","957818"
"1924646","958218","958218","958218"
"1925047","958418","958418","958418"
"1925448","958618","958618","958618"
"1926495","959140","959140","959140"
"1928099","959940","959940","959940"
"1928619","960199","960199","960199"
"1929020","960399","960399","960399"
"1929421","960599","960599","960599"
"1929822","960799","960799","960799"
"1930223","960999","960999","960999"
"1930624","961199","961199","961199"
"1931025","961399","961399","961399"
"1931827","961799","961799","961799"
"1932228","961999","961999","961999"
"1932491","962130","962130","962130"
"1933293","962530","962530","962530"
"1933690","962728","962728","962728"
"1934069","962917","962917","962917"
"1934470","963117","963117","963117"
"1935046","963404","963404","963404"
"1935848","963804","963804","963804"
"1936249","964004","964004","964004"
"1937051","964404","964404","964404"
"1937675","964715","964715","964715"
"1938076","964915","964915","964915"
"1938477","965115","965115","965115"
"1938878","965315","965315","965315"
"1940478","966113","966113","966113"
"1940699","966223","966223","966223"
"1941367","966556","966556","966556"
"1941686","966715","966715","966715"
"1942087","966915","966915","966915"
"1942336","967039","967039","967039"
"1942737","967239","967239","967239"
"1943138","967439","967439","967439"
"1943387","967563","967563","967563"
"1944953","968344","968344","968344"
"1945354","968544","968544","968544"
"1946044","968888","968888","968888"
"1947648","969688","969688","969688"
"1948049","969888","969888","969888"
"1948930","970327","970327","970327"
"1949189","970456","970456","970456"
"1949590","970656","970656","970656"
"1950392","971056","971056","971056"
"1950583","971151","971151","971151"
"1950984","971351","971351","971351"
"1951229","971473","971473","971473"
"1951630","971673","971673","971673"
"1952031","971873","971873","971873"
"1952432","972073","972073","972073"
"1952651","972182","972182","972182"
"1953854","972782","972782","972782"
"1954067","972888","972888","972888"
"1954869","973288","973288","973288"
"1955671","973688","973688","973688"
"1956072","973888","973888","973888"
"1956473","974088","974088","974088"
"1956874","974288","974288","974288"
"1957155","974428","974428","974428"
"1957957","974828","974828","974828"
"1958358","975028","975028","975028"
"1958759","975228","975228","975228"
"1959160","975428","975428","975428"
"1959866","975780","975780","975780"
"1961031","976361","976361","976361"
"1961432","976561","976561","976561"
"1961765","976727","976727","976727"
"1962968","977327","977327","977327"
"1964171","977927","977927","977927"
"1964572","978127","978127","978127"
"1965158","978419","978419","978419"
"1965559","978619","978619","978619"
"1965874","978776","978776","978776"
"1966275","978976","978976","978976"
"1966538","979107","979107","979107"
"1966939","979307","979307","979307"
"1967340","979507","979507","979507"
"1968142","979907","979907","979907"
"1968500","980085","980085","980085"
"1970104","980885","980885","980885"
"1971307","981485","981485","981485"
"1971708","981685","981685","981685"
"1972109","981885","981885","981885"
"1972911","982285","982285","982285"
"1973312","982485","982485","982485"
"1973713","982685","982685","982685"
"1974173","982914","982914","982914"
"1974574","983114","983114","983114"
"1975376","983514","983514","983514"
"1976112","983881","983881","983881"
"1976513","984081","984081","984081"
"1976914","984281","984281","984281"
"1977716","984681","984681","984681"
"1977975","984810","984810","984810"
"1978376","985010","985010","985010"
"1979130","985386","985386","985386"
"1979748","985694","985694","985694"
"1980149","985894","985894","985894"
"1980951","986294","986294","986294"
"1981753","986694","986694","986694"
"1981946","986790","986790","986790"
"1982347","986990","986990","986990"
"1982748","987190","987190","987190"
"1983149","987390","987390","987390"
"1983951","987790","987790","987790"
"1985154","988390","988390","988390"
"1985555","988590","988590","988590"
"1985956","988790","988790","988790"
"1986871","989246","989246","989246"
"1987272","989446","989446","989446"
"1987597","989608","989608","989608"
"1988243","989930","989930","989930"
"1988783","990199","990199","990199"
"1990387","990999","990999","990999"
"1990788","991199","991199","991199"
"1991450","991529","991529","991529"
"1991851","991729","991729","991729"
"1992064","991835","991835","991835"
"1993075","992339","992339","992339"
"1993476","992539","992539","992539"
"1993877","992739","992739","992739"
"1994278","992939","992939","992939"
"1994679","993139","993139","993139"
"1995002","993300","993300","993300"
"1995403","993500","993500","993500"
"1995804","993700","993700","993700"
"1996205","993900","993900","993900"
"1996909","994251","994251","994251"
"1997310","994451","994451","994451"
"1997667","994629","994629","994629"
"1998068","994829","994829","994829"
"1998702","995145","995145","995145"
"1999003","995295","995295","995295"
"1999619","995602","995602","995602"
"2000371","995977","995977","995977"
"2001173","996377","996377","996377"
"2001492","996536","996536","996536"
"2001893","996736","996736","996736"
"2002695","997136","997136","997136"
"2003096","997336","997336","997336"
"2003497","997536","997536","997536"
"2003898","997736","997736","997736"
"2004700","998136","998136","998136"
"2005747","998658","998658","998658"
"2005976","998772","998772","998772"
"2006670","999118","999118","999118"
"2007472","999518","999518","999518"
"2008838","1000199","1000199","1000199"
"2009532","1000545","1000545","1000545"
"2010334","1000945","1000945","1000945"
"2010735","1001145","1001145","1001145"
"2011217","1001385","1001385","1001385"
"2012316","1001933","1001933","1001933"
"2012717","1002133","1002133","1002133"
"2012982","1002265","1002265","1002265"
"2013383","1002465","1002465","1002465"
"2013630","1002588","1002588","1002588"
"2014432","1002988","1002988","1002988"
"2014833","1003188","1003188","1003188"
"2015124","1003333","1003333","1003333"
"2015926","1003733","1003733","1003733"
"2017530","1004533","1004533","1004533"
"2017931","1004733","1004733","1004733"
"2018332","1004933","1004933","1004933"
"2018982","1005257","1005257","1005257"
"2019177","1005354","1005354","1005354"
"2019578","1005554","1005554","1005554"
"2019835","1005682","1005682","1005682"
"2020236","1005882","1005882","1005882"
"2021038","1006282","1006282","1006282"
"2021439","1006482","1006482","1006482"
"2021840","1006682","1006682","1006682"
"2022087","1006805","1006805","1006805"
"2022488","1007005","1007005","1007005"
"2023138","1007329","1007329","1007329"
"2023940","1007729","1007729","1007729"
"2024939","1008227","1008227","1008227"
"2026142","1008827","1008827","1008827"
"2027141","1009325","1009325","1009325"
"2027542","1009525","1009525","1009525"
"2028234","1009870","1009870","1009870"
"2028696","1010100","1010100","1010100"
"2029097","1010300","1010300","1010300"
"2029498","1010500","1010500","1010500"
"2030174","1010837","1010837","1010837"
"2030359","1010929","1010929","1010929"
"2031841","1011668","1011668","1011668"
"2032242","1011868","1011868","1011868"
"2032914","1012203","1012203","1012203"
"2033137","1012314","1012314","1012314"
"2033538","1012514","1012514","1012514"
"2033939","1012714","1012714","1012714"
"2034741","1013114","1013114","1013114"
"2035419","1013452","1013452","1013452"
